customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,churn_probability,churn_pred
C102948,Female,0,No,No,47,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),44.66,2099.93,No,0.3603008053122974,No
C102949,Male,0,Yes,No,69,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,74.36,5159.89,Yes,0.552066228014407,Yes
C102950,Female,1,No,No,69,Yes,Yes,No,Yes,No,No,No internet service,No,No,Two year,Yes,Credit card (automatic),24.54,1635.24,No,0.13372634313118067,No
C102951,Female,1,Yes,Yes,5,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,28.11,155.53,No,0.13209993243447202,No
C102952,Male,1,Yes,No,29,No,No,DSL,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),43.4,1218.81,No,0.28980985881350885,No
C102953,Male,0,No,No,3,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),70.26,165.95,No,0.6359574335401147,Yes
C102954,Male,1,No,No,13,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,50.12,635.57,Yes,0.6232807981378682,Yes
C102955,Female,0,Yes,No,54,Yes,No,DSL,No,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,47.13,2574.22,No,0.46973123774154363,No
C102956,Male,1,No,No,23,No,No,DSL,Yes,Yes,No,No internet service,Yes,No,One year,Yes,Mailed check,49.86,1081.26,No,0.23533504106417924,No
C102957,Female,1,Yes,No,14,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,37.79,551.4,No,0.5635317272643192,Yes
C102958,Female,1,No,Yes,26,Yes,No,Fiber optic,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,52.81,1460.39,Yes,0.7206959010409172,Yes
C102959,Female,1,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No,One year,Yes,Credit card (automatic),60.43,3110.03,No,0.4380817579467405,No
C102960,Male,1,No,Yes,64,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,No,Electronic check,58.84,3747.31,Yes,0.6862279509812044,Yes
C102961,Male,0,No,No,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,71.1,597.59,No,0.5601577694683102,Yes
C102962,Male,0,No,No,48,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,55.7,2670.74,No,0.4126099975434558,No
C102963,Male,1,No,No,33,Yes,No,DSL,No,Yes,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),44.42,1430.65,No,0.36730816229203117,No
C102964,Male,0,No,Yes,2,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.72,55.76,No,0.5336462698018393,Yes
C102965,Male,0,Yes,No,31,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,33.87,1069.5,No,0.2941814168719409,No
C102966,Male,0,No,Yes,23,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,28.64,662.12,Yes,0.4122613843368427,No
C102967,Male,1,Yes,No,31,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,35.27,1164.24,Yes,0.5605045823319171,Yes
C102968,Male,1,No,No,4,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),64.5,268.97,Yes,0.590571122088798,Yes
C102969,Male,0,No,Yes,40,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,70.15,2738.47,Yes,0.7479002525282048,Yes
C102970,Female,1,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),77.09,1463.67,Yes,0.5959643407427198,Yes
C102971,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,No,No internet service,One year,Yes,Bank transfer (automatic),57.15,497.82,Yes,0.36734168546350127,No
C102972,Male,0,Yes,No,29,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),46.19,1367.06,Yes,0.3390988682627055,No
C102973,Female,1,Yes,No,32,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),69.59,2228.96,No,0.2398498046131899,No
C102974,Female,0,Yes,No,34,No,No,Fiber optic,No,Yes,Yes,No,No internet service,Yes,One year,No,Credit card (automatic),56.41,1925.64,Yes,0.21896431415654738,No
C102975,Female,0,Yes,No,72,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,41.97,3027.39,No,0.18316851188306074,No
C102976,Female,0,Yes,No,52,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),42.62,2261.69,Yes,0.32845528850315125,No
C102977,Female,1,Yes,No,4,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,Yes,No,One year,Yes,Credit card (automatic),81.37,351.76,No,0.4639053239834731,No
C102978,Male,1,Yes,Yes,8,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,70.98,535.83,Yes,0.7000946027611616,Yes
C102979,Female,1,No,No,57,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.69,3983.57,No,0.6224461151680192,Yes
C102980,Male,1,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,61.32,1478.62,Yes,0.78298943494646,Yes
C102981,Male,0,No,No,41,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,70.89,2909.41,No,0.38294232213634616,No
C102982,Female,1,No,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.65,3428.69,Yes,0.5945506893465738,Yes
C102983,Male,1,No,Yes,13,Yes,Yes,DSL,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Electronic check,50.19,639.98,Yes,0.6411244574980636,Yes
C102984,Female,0,No,Yes,40,Yes,Yes,No,No,No,Yes,Yes,No,No internet service,One year,Yes,Electronic check,22.3,936.91,Yes,0.3083221433688133,No
C102985,Male,0,No,Yes,48,Yes,Yes,No,No,No,No,Yes,No,No internet service,One year,No,Bank transfer (automatic),32.39,1577.24,Yes,0.16145190389132474,No
C102986,Male,0,Yes,Yes,63,No,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),65.08,4079.65,No,0.2741690397512101,No
C102987,Male,1,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,60.45,1385.07,No,0.7569914206160094,Yes
C102988,Male,1,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,82.82,399.08,Yes,0.4739658276037412,No
C102989,Male,0,No,No,35,Yes,No,Fiber optic,No internet service,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),74.61,2645.94,Yes,0.3579233159823043,No
C102990,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,73.22,3493.58,Yes,0.7064813834086906,Yes
C102991,Female,0,No,No,15,Yes,No,DSL,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),51.6,816.14,No,0.31328482032934296,No
C102992,Female,1,Yes,No,71,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),61.44,4396.2,Yes,0.5143191559226545,Yes
C102993,Male,0,Yes,Yes,72,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,59.65,4305.1,Yes,0.6423698415802812,Yes
C102994,Female,0,No,No,0,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,44.79,0.0,No,0.21100557673209516,No
C102995,Male,0,No,No,68,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,44.07,3000.67,Yes,0.5833283715558503,Yes
C102996,Male,0,No,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,69.08,4977.08,Yes,0.7248971718932671,Yes
C102997,Male,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),16.82,613.51,No,0.34051531554583947,No
C102998,Female,0,No,No,37,Yes,No,No,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,28.67,1038.09,No,0.2225060199517952,No
C102999,Female,1,No,Yes,35,Yes,No,Fiber optic,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.83,1956.36,No,0.5776928642614552,Yes
C103000,Female,0,Yes,Yes,40,Yes,No,DSL,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,43.77,1824.8,No,0.44771031438360115,No
C103001,Female,1,Yes,Yes,28,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,46.9,1315.71,Yes,0.15170520196441825,No
C103002,Male,0,No,Yes,4,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Electronic check,47.86,216.62,No,0.2985445891958719,No
C103003,Female,1,No,Yes,42,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,45.03,1956.94,No,0.5959422695319064,Yes
C103004,Female,1,No,Yes,63,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,35.87,2262.38,No,0.3815942932586338,No
C103005,Male,1,No,No,46,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,Yes,One year,Yes,Electronic check,59.46,2731.86,Yes,0.6025480880514302,Yes
C103006,Male,0,No,Yes,45,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),55.96,2460.98,No,0.1101939680068997,No
C103007,Male,0,No,Yes,55,Yes,No,DSL,No internet service,No,Yes,Yes,No internet service,No,Month-to-month,No,Electronic check,31.55,1746.99,No,0.42189299176908973,No
C103008,Male,0,No,No,68,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),42.92,2983.24,No,0.35186392169932373,No
C103009,Male,1,No,Yes,10,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),39.12,374.27,Yes,0.44569270332533323,No
C103010,Female,1,Yes,No,51,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),56.02,2841.86,Yes,0.4366330485596467,No
C103011,Male,1,Yes,No,66,Yes,No phone service,No,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),46.61,3054.89,No,0.39235383311066346,No
C103012,Female,0,Yes,No,58,Yes,No,DSL,No internet service,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),44.77,2568.39,No,0.16532404792397737,No
C103013,Female,0,No,No,5,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,57.85,272.27,No,0.5789128976370104,Yes
C103014,Female,1,No,Yes,17,Yes,Yes,No,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,27.92,500.6,No,0.5568732285442592,Yes
C103015,Female,0,No,Yes,68,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,44.8,3010.57,No,0.29480679664371673,No
C103016,Male,1,No,No,9,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),64.34,619.68,Yes,0.47303026373322077,No
C103017,Female,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,66.6,1016.87,No,0.5376589008710027,Yes
C103018,Female,0,No,No,53,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,87.12,4620.09,Yes,0.3506927800222418,No
C103019,Male,0,No,No,35,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,45.78,1621.94,No,0.6008206669119314,Yes
C103020,Male,1,No,No,68,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,65.63,4476.64,No,0.7901017318411141,Yes
C103021,Male,0,No,Yes,61,Yes,No,DSL,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),54.23,3302.73,No,0.31792376015717194,No
C103022,Male,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,69.03,705.67,Yes,0.4776270992752671,No
C103023,Female,0,Yes,No,25,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),61.82,1559.24,No,0.20508413596234418,No
C103024,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,64.46,2334.07,Yes,0.4986236230062581,No
C103025,Female,1,No,No,7,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),69.85,477.59,Yes,0.28082560306245824,No
C103026,Male,0,No,No,28,Yes,Yes,DSL,No,No,Yes,No internet service,No,No,Two year,Yes,Electronic check,47.09,1284.4,Yes,0.2533528682211648,No
C103027,Female,0,Yes,Yes,49,Yes,Yes,No,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,37.01,1835.8,No,0.30108890196590515,No
C103028,Male,0,No,No,3,No,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),50.79,133.67,No,0.17062694822397625,No
C103029,Male,1,Yes,Yes,53,Yes,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),43.87,2281.13,No,0.3953254445167752,No
C103030,Female,1,No,Yes,53,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No internet service,One year,Yes,Credit card (automatic),67.5,3574.65,No,0.4002554905543499,No
C103031,Male,0,Yes,Yes,29,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),46.52,1286.68,Yes,0.16332422297079532,No
C103032,Female,1,Yes,No,65,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,One year,No,Electronic check,72.12,4748.74,Yes,0.5529705454735012,Yes
C103033,Female,1,Yes,Yes,48,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,No internet service,Two year,Yes,Electronic check,51.32,2517.5,No,0.35410095905035455,No
C103034,Male,1,Yes,Yes,24,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,No internet service,One year,No,Mailed check,56.28,1358.19,No,0.30509424074021135,No
C103035,Female,1,Yes,Yes,61,Yes,Yes,DSL,No,No internet service,No,No,Yes,No,Month-to-month,No,Mailed check,37.21,2271.85,Yes,0.3132655090162241,No
C103036,Male,0,Yes,No,64,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,53.38,3397.25,Yes,0.38190621534599334,No
C103037,Male,0,No,No,0,Yes,Yes,DSL,No,No,No,Yes,No,No internet service,Month-to-month,No,Electronic check,45.13,5.61,Yes,0.5420072208572809,Yes
C103038,Female,0,Yes,Yes,31,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No,One year,Yes,Credit card (automatic),60.95,1872.53,No,0.32372536439785704,No
C103039,Male,1,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,One year,No,Mailed check,65.43,3049.42,No,0.34546615933151886,No
C103040,Female,0,No,No,52,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,66.23,3497.95,No,0.3224608300393526,No
C103041,Male,0,No,No,45,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),69.75,3145.82,No,0.32115111038596705,No
C103042,Male,0,No,Yes,72,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.76,5511.35,Yes,0.7289628219305175,Yes
C103043,Male,0,No,No,33,Yes,No,DSL,No,No,No,Yes,No,No internet service,Month-to-month,No,Mailed check,40.6,1294.91,Yes,0.3007329535938175,No
C103044,Female,1,Yes,No,12,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,No,One year,Yes,Electronic check,61.34,721.49,No,0.5533637955697759,Yes
C103045,Female,1,No,No,14,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,41.93,529.23,No,0.26302257472678686,No
C103046,Female,1,No,No,60,Yes,No,DSL,No internet service,Yes,No internet service,No,No,Yes,One year,No,Electronic check,41.27,2446.02,Yes,0.33523265435923383,No
C103047,Female,0,No,No,24,No,No,DSL,Yes,No,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),39.38,990.3,No,0.24959662697558263,No
C103048,Female,1,No,No,68,Yes,No,DSL,No internet service,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),52.23,3533.18,No,0.12962463558999807,No
C103049,Female,1,Yes,Yes,29,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,40.03,1125.57,No,0.5137081540319829,Yes
C103050,Female,0,No,No,29,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),39.33,1146.77,No,0.19351429262417513,No
C103051,Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,71.37,4197.38,Yes,0.5750263366371349,Yes
C103052,Female,0,No,No,37,No,Yes,No,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),28.37,1022.05,Yes,0.30464840108544117,No
C103053,Male,0,No,No,54,Yes,No,DSL,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),57.32,3125.1,No,0.3816087826909027,No
C103054,Male,1,Yes,No,56,Yes,No,No,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),17.74,989.67,No,0.21525211332116706,No
C103055,Female,1,No,Yes,37,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),61.94,2292.33,No,0.5495624317275476,Yes
C103056,Female,1,No,Yes,70,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,66.8,4675.26,Yes,0.6808450089586677,Yes
C103057,Female,1,No,No,22,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,39.71,883.51,No,0.572630596321468,Yes
C103058,Female,0,No,No,53,Yes,Yes,No,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),21.76,1146.14,No,0.09686899359159976,No
C103059,Male,1,No,Yes,63,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,45.27,2905.64,Yes,0.5833460634204044,Yes
C103060,Female,1,Yes,No,29,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,57.42,1694.06,Yes,0.5631662591033189,Yes
C103061,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,62.38,122.26,No,0.45925153510021416,No
C103062,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,68.46,1070.93,Yes,0.7195445769713815,Yes
C103063,Female,1,No,No,26,Yes,Yes,No,No,No,Yes,No,No,No,Two year,Yes,Electronic check,21.49,525.11,Yes,0.2344796830051827,No
C103064,Male,0,Yes,No,23,Yes,No,DSL,Yes,No,No,No,No internet service,Yes,Two year,Yes,Electronic check,43.73,1035.95,No,0.1672112404267231,No
C103065,Female,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,59.06,1442.24,No,0.4986380210935285,No
C103066,Female,1,No,Yes,49,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Electronic check,61.88,2973.97,Yes,0.7811842545015862,Yes
C103067,Male,1,No,No,35,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,67.73,2356.06,No,0.45937939105895303,No
C103068,Male,1,No,No,6,Yes,No,No,No,No,No,No,No,Yes,One year,Yes,Mailed check,32.92,155.9,No,0.20716832302730992,No
C103069,Male,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),75.32,310.02,No,0.20516417432731782,No
C103070,Female,0,No,No,43,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,66.39,2853.64,No,0.6709833581247746,Yes
C103071,Female,1,Yes,Yes,31,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),54.69,1705.98,No,0.29698918684930736,No
C103072,Female,1,No,Yes,45,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),65.47,2920.68,No,0.6057250518480641,Yes
C103073,Male,1,No,Yes,10,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,71.44,721.04,No,0.583569316817399,Yes
C103074,Male,0,No,Yes,71,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,68.83,4894.62,No,0.6567211071949824,Yes
C103075,Female,0,No,No,4,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,73.95,327.14,No,0.49455328306074914,No
C103076,Female,0,No,Yes,17,No,No,DSL,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Electronic check,37.47,596.04,No,0.3881165814910344,No
C103077,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,64.23,4609.42,No,0.47884422985561353,No
C103078,Male,0,No,Yes,46,Yes,No,No,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,15.0,685.18,No,0.43801122278543925,No
C103079,Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Electronic check,60.01,3564.51,Yes,0.7481401407850206,Yes
C103080,Female,1,Yes,No,1,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),48.01,0.0,No,0.41491419927884093,No
C103081,Male,1,No,Yes,24,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,60.17,1474.9,Yes,0.7767487301203168,Yes
C103082,Female,1,Yes,No,28,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,44.06,1269.36,No,0.2923347250964866,No
C103083,Male,0,No,No,47,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,35.04,1623.64,Yes,0.2225652655235252,No
C103084,Female,1,Yes,Yes,45,Yes,Yes,No,No,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,26.43,1141.23,Yes,0.29423169506079805,No
C103085,Male,1,No,No,17,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),42.15,756.68,Yes,0.26600018193415875,No
C103086,Female,1,No,Yes,0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,57.56,35.19,Yes,0.34993995844521036,No
C103087,Male,1,No,No,64,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),66.96,4265.11,Yes,0.29213224380864555,No
C103088,Male,1,No,No,59,Yes,No,DSL,No internet service,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),33.85,1908.18,No,0.12009697553962073,No
C103089,Male,0,No,No,46,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,73.75,3413.71,No,0.5672806587056451,Yes
C103090,Female,0,No,No,70,Yes,No,DSL,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),49.79,3456.76,No,0.3147257119098812,No
C103091,Male,1,Yes,No,32,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,74.16,2342.55,No,0.36840992229966446,No
C103092,Male,1,No,No,19,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.95,1519.07,Yes,0.8018058710825012,Yes
C103093,Male,0,Yes,No,21,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,57.92,1274.94,Yes,0.28055574385945337,No
C103094,Female,0,Yes,No,11,No,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),36.58,419.48,Yes,0.16748266599897257,No
C103095,Female,0,Yes,No,32,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Mailed check,53.03,1694.8,No,0.48791550854051385,No
C103096,Male,1,Yes,No,10,Yes,No,Fiber optic,No,No,Yes,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),69.9,705.92,Yes,0.4226425402232617,No
C103097,Male,0,Yes,No,54,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),56.17,3027.53,No,0.5016163570782917,Yes
C103098,Male,1,No,No,34,Yes,No,Fiber optic,No,No,Yes,No,No,No internet service,Two year,Yes,Mailed check,63.35,2137.27,No,0.25167572240130137,No
C103099,Male,1,Yes,No,56,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,Yes,Two year,No,Bank transfer (automatic),73.92,4135.03,No,0.23474951835701088,No
C103100,Female,0,No,Yes,24,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,55.26,1409.7,No,0.41346184516518053,No
C103101,Female,0,No,No,4,No,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,43.51,184.64,No,0.4660354813082086,No
C103102,Male,1,No,Yes,9,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,61.23,535.19,Yes,0.7417364170029301,Yes
C103103,Female,1,No,No,70,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),56.87,3979.39,No,0.5411589081664715,Yes
C103104,Male,1,No,Yes,31,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,37.58,1225.48,No,0.5937723774186667,Yes
C103105,Male,1,No,No,38,No,No,DSL,No,No,No,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),31.51,1180.9,Yes,0.22387605573407932,No
C103106,Female,1,No,No,40,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,38.46,1495.33,Yes,0.41819058157742445,No
C103107,Male,1,Yes,Yes,65,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,46.32,3044.85,No,0.5308031757041533,Yes
