customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C102822,Male,0,Yes,No,15,No,No,DSL,Yes,No internet service,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),39.52,645.55,No
C102823,Female,0,No,Yes,6,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),74.47,452.62,Yes
C102824,Female,0,Yes,No,41,No,No,Fiber optic,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,62.38,2544.67,No
C102825,Female,1,No,No,51,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),51.42,2621.52,No
C102826,Female,1,No,Yes,58,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),61.21,3536.17,No
C102827,Male,0,No,Yes,67,No,No,Fiber optic,Yes,No internet service,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),63.92,4335.81,Yes
C102828,Female,1,No,Yes,71,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),52.99,3808.03,No
C102829,Female,0,No,No,59,Yes,No,DSL,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,48.09,2793.95,No
C102830,Male,1,Yes,Yes,66,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),53.64,3484.57,Yes
C102831,Female,0,No,No,10,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,No internet service,Month-to-month,No,Electronic check,38.14,444.43,No
C102832,Female,1,No,No,20,No,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),41.61,886.19,No
C102833,Male,0,No,No,6,No,No,DSL,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),49.75,319.19,No
C102834,Male,1,No,No,61,Yes,Yes,DSL,No,No internet service,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),38.83,2365.35,Yes
C102835,Male,0,Yes,No,32,Yes,No phone service,DSL,No internet service,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),40.03,1350.48,Yes
C102836,Female,0,No,Yes,14,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,69.9,1006.53,No
C102837,Male,1,No,No,65,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,67.66,4426.69,Yes
C102838,Male,1,Yes,No,53,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,33.9,1805.95,Yes
C102839,Male,1,Yes,Yes,66,Yes,No,Fiber optic,Yes,No,No,No,No,No internet service,One year,Yes,Electronic check,61.48,4042.2,No
C102840,Female,0,No,Yes,17,Yes,Yes,Fiber optic,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,62.3,1034.09,Yes
C102841,Male,0,No,Yes,1,Yes,Yes,No,No,No internet service,No,No internet service,No,No,Month-to-month,No,Electronic check,26.59,7.28,No
C102842,Female,0,Yes,No,49,Yes,Yes,Fiber optic,No,No,Yes,No,No,No internet service,Two year,Yes,Electronic check,55.44,2723.0,No
C102843,Male,0,No,No,65,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,57.03,3711.65,Yes
C102844,Male,1,No,Yes,29,Yes,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,53.11,1530.48,Yes
C102845,Female,0,No,Yes,47,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,63.63,2999.02,Yes
C102846,Male,1,No,Yes,50,Yes,No,DSL,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,39.17,1944.24,Yes
C102847,Female,0,No,No,48,No,No,DSL,No,No,No,No,Yes,No internet service,Two year,Yes,Credit card (automatic),38.8,1852.03,No
C102848,Male,0,No,Yes,18,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,No,One year,No,Electronic check,71.31,1304.09,Yes
C102849,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No,One year,No,Mailed check,62.52,1049.05,Yes
C102850,Female,0,No,No,9,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,68.08,606.21,Yes
C102851,Female,0,No,No,45,Yes,No,No,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),36.87,1733.32,No
C102852,Male,1,No,Yes,16,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),60.83,962.93,No
C102853,Male,0,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,No,One year,No,Bank transfer (automatic),61.73,4156.93,No
C102854,Male,0,Yes,Yes,45,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,46.52,2123.32,No
C102855,Female,0,No,No,42,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,57.42,2419.33,Yes
C102856,Female,0,Yes,No,53,Yes,Yes,DSL,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),49.28,2603.09,Yes
C102857,Male,1,No,No,66,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,29.13,1856.99,No
C102858,Male,1,No,Yes,28,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,40.11,1106.04,No
C102859,Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,61.57,3050.97,No
C102860,Male,0,No,No,13,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,72.65,922.54,Yes
C102861,Female,1,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),74.14,1305.15,Yes
C102862,Female,1,No,No,41,Yes,No,DSL,No internet service,No internet service,No,No,No,Yes,One year,No,Mailed check,50.2,2099.27,No
C102863,Male,1,No,Yes,25,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),71.03,1875.28,Yes
C102864,Female,0,Yes,No,40,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,Two year,No,Electronic check,77.69,3122.51,No
C102865,Female,0,No,No,18,No,No,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,57.65,1064.21,Yes
C102866,Female,0,Yes,No,54,Yes,No,DSL,No internet service,No,No,No,No,Yes,Two year,No,Electronic check,44.95,2415.01,No
C102867,Female,1,Yes,No,21,Yes,No phone service,No,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),32.4,687.56,No
C102868,Female,0,No,Yes,29,No,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),62.5,1785.89,No
C102869,Female,1,No,No,48,Yes,No,DSL,Yes,No,No internet service,No,Yes,Yes,One year,No,Credit card (automatic),52.82,2555.78,No
C102870,Female,0,Yes,Yes,49,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),71.52,3455.89,No
C102871,Female,0,Yes,No,35,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),64.14,2237.68,Yes
C102872,Female,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.53,3879.1,No
C102873,Male,1,Yes,No,65,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),60.38,3980.61,No
C102874,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,56.17,285.7,No
C102875,Male,0,Yes,No,14,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),40.81,575.66,No
C102876,Male,0,Yes,No,71,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),67.0,4768.86,No
C102877,Female,0,Yes,Yes,9,Yes,No,DSL,No,No,Yes,No internet service,Yes,No,One year,Yes,Credit card (automatic),56.6,535.24,No
C102878,Female,0,No,No,7,Yes,No,Fiber optic,Yes,No,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),62.7,451.47,Yes
C102879,Male,0,No,Yes,6,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.57,441.12,Yes
C102880,Male,0,No,Yes,32,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,44.97,1450.2,No
C102881,Male,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,59.82,1098.85,Yes
C102882,Male,0,No,Yes,48,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,41.4,1950.41,No
C102883,Male,1,No,Yes,52,Yes,Yes,DSL,Yes,No,No,Yes,No,No internet service,Two year,Yes,Electronic check,42.52,2165.24,No
C102884,Male,0,No,Yes,46,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,64.12,2937.69,No
C102885,Female,0,No,No,12,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,46.58,532.73,No
C102886,Male,1,Yes,Yes,58,No,No,Fiber optic,No,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,64.76,3761.81,Yes
C102887,Male,0,No,Yes,46,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,43.32,2014.95,Yes
C102888,Male,0,Yes,Yes,9,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,Yes,One year,Yes,Electronic check,52.47,562.87,No
C102889,Male,1,Yes,No,66,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,69.5,4562.07,Yes
C102890,Female,0,No,No,19,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,64.41,1285.85,No
C102891,Female,0,Yes,No,45,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,66.65,3014.08,Yes
C102892,Male,1,No,Yes,47,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),71.92,3373.68,Yes
C102893,Male,0,No,No,15,No,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,55.91,858.75,No
C102894,Male,0,No,Yes,24,Yes,No,DSL,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),25.49,631.8,Yes
C102895,Female,1,Yes,No,55,Yes,No,Fiber optic,No internet service,No,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),72.6,3941.83,Yes
C102896,Female,1,No,Yes,70,Yes,No,DSL,Yes,No,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,38.27,2682.17,Yes
C102897,Female,1,No,No,61,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),77.91,4684.92,Yes
C102898,Female,0,No,No,52,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),38.43,2019.17,No
C102899,Female,1,Yes,No,38,Yes,Yes,DSL,No,No,No,Yes,No,No internet service,One year,Yes,Electronic check,35.23,1275.97,No
C102900,Female,0,No,No,37,Yes,Yes,DSL,No,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,35.94,1252.98,No
C102901,Male,0,No,No,27,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),59.93,1553.36,Yes
C102902,Female,1,Yes,Yes,13,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),67.62,949.3,Yes
C102903,Male,1,Yes,Yes,44,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),59.9,2608.08,No
C102904,Male,0,No,No,13,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.62,891.27,No
C102905,Male,0,No,No,7,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),77.71,586.88,No
C102906,Female,1,Yes,No,62,Yes,No phone service,DSL,No,Yes,No,No internet service,No internet service,No,One year,Yes,Credit card (automatic),41.07,2551.29,No
C102907,Male,1,No,No,48,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),67.13,3297.04,Yes
C102908,Female,0,Yes,No,64,Yes,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.34,3250.8,No
C102909,Male,0,No,No,16,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,No,Two year,Yes,Electronic check,58.88,914.29,No
C102910,Female,1,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,71.2,2908.07,Yes
C102911,Male,0,No,No,46,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,63.1,2923.26,No
C102912,Male,1,Yes,No,63,No,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,64.48,3984.82,No
C102913,Female,1,Yes,No,22,Yes,Yes,DSL,Yes,Yes,No,No internet service,Yes,No,One year,Yes,Electronic check,50.71,1154.71,No
C102914,Female,1,Yes,No,29,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,59.88,1731.03,Yes
C102915,Female,1,No,Yes,27,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,65.19,1758.53,No
C102916,Female,1,Yes,No,10,Yes,No,DSL,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,36.64,390.07,No
C102917,Female,1,No,No,67,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,42.65,2813.06,Yes
C102918,Male,0,No,No,27,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,45.31,1239.95,No
C102919,Female,0,No,No,24,No,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,41.06,1028.41,No
C102920,Male,0,Yes,No,29,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),62.86,1800.47,Yes
C102921,Male,0,No,No,57,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,49.4,2767.72,Yes
C102922,Female,1,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,59.88,742.42,No
C102923,Female,0,Yes,Yes,7,Yes,Yes,No,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),28.54,151.36,No
C102924,Female,0,Yes,No,9,No,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,56.35,520.5,No
C102925,Male,0,Yes,No,50,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,75.27,3793.98,No
C102926,Female,1,Yes,No,2,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,60.17,131.98,Yes
C102927,Male,0,No,Yes,5,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,71.5,349.85,Yes
C102928,Female,1,Yes,No,35,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,68.76,2357.92,Yes
C102929,Female,0,No,Yes,36,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,48.68,1753.92,Yes
C102930,Female,0,Yes,No,49,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,65.14,3141.57,Yes
C102931,Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),66.05,4228.5,No
C102932,Female,0,Yes,No,0,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,63.47,44.01,No
C102933,Male,0,Yes,No,19,Yes,Yes,DSL,No internet service,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),38.74,761.64,No
C102934,Female,0,Yes,No,20,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),70.43,1427.02,Yes
C102935,Male,1,Yes,Yes,20,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,64.62,1290.69,Yes
C102936,Female,1,Yes,No,36,Yes,No phone service,DSL,No,Yes,No,No,No,No internet service,Two year,Yes,Electronic check,39.97,1388.28,No
C102937,Female,0,No,No,66,Yes,No,No,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),35.11,2369.02,Yes
C102938,Male,1,Yes,No,29,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,55.86,1653.17,Yes
C102939,Male,1,Yes,Yes,31,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,75.49,2319.46,No
C102940,Male,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),71.49,1002.24,No
C102941,Male,0,No,No,46,No,Yes,No,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),30.01,1332.66,No
C102942,Male,0,Yes,Yes,16,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,66.56,1014.4,No
C102943,Female,0,No,No,52,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),42.13,2189.13,No
C102944,Female,0,No,No,40,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),69.13,2773.65,No
C102945,Male,1,Yes,Yes,52,Yes,Yes,DSL,No internet service,No,Yes,No,No internet service,Yes,One year,Yes,Credit card (automatic),48.1,2507.17,No
C102946,Male,0,Yes,Yes,10,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,49.53,463.71,No
C102947,Female,0,Yes,Yes,70,Yes,Yes,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),35.67,2509.6,No
C102948,Female,0,No,No,47,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),44.66,2099.93,No
C102949,Male,0,Yes,No,69,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,74.36,5159.89,Yes
C102950,Female,1,No,No,69,Yes,Yes,No,Yes,No,No,No internet service,No,No,Two year,Yes,Credit card (automatic),24.54,1635.24,No
C102951,Female,1,Yes,Yes,5,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,28.11,155.53,No
C102952,Male,1,Yes,No,29,No,No,DSL,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),43.4,1218.81,No
C102953,Male,0,No,No,3,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),70.26,165.95,No
C102954,Male,1,No,No,13,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,50.12,635.57,Yes
C102955,Female,0,Yes,No,54,Yes,No,DSL,No,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,47.13,2574.22,No
C102956,Male,1,No,No,23,No,No,DSL,Yes,Yes,No,No internet service,Yes,No,One year,Yes,Mailed check,49.86,1081.26,No
C102957,Female,1,Yes,No,14,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,37.79,551.4,No
C102958,Female,1,No,Yes,26,Yes,No,Fiber optic,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,52.81,1460.39,Yes
C102959,Female,1,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No,One year,Yes,Credit card (automatic),60.43,3110.03,No
C102960,Male,1,No,Yes,64,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,No,Electronic check,58.84,3747.31,Yes
C102961,Male,0,No,No,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,71.1,597.59,No
C102962,Male,0,No,No,48,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,55.7,2670.74,No
C102963,Male,1,No,No,33,Yes,No,DSL,No,Yes,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),44.42,1430.65,No
C102964,Male,0,No,Yes,2,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.72,55.76,No
C102965,Male,0,Yes,No,31,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,33.87,1069.5,No
C102966,Male,0,No,Yes,23,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,28.64,662.12,Yes
C102967,Male,1,Yes,No,31,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,35.27,1164.24,Yes
C102968,Male,1,No,No,4,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),64.5,268.97,Yes
C102969,Male,0,No,Yes,40,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,70.15,2738.47,Yes
C102970,Female,1,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),77.09,1463.67,Yes
C102971,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,No,No internet service,One year,Yes,Bank transfer (automatic),57.15,497.82,Yes
C102972,Male,0,Yes,No,29,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),46.19,1367.06,Yes
C102973,Female,1,Yes,No,32,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),69.59,2228.96,No
C102974,Female,0,Yes,No,34,No,No,Fiber optic,No,Yes,Yes,No,No internet service,Yes,One year,No,Credit card (automatic),56.41,1925.64,Yes
C102975,Female,0,Yes,No,72,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,41.97,3027.39,No
C102976,Female,0,Yes,No,52,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),42.62,2261.69,Yes
C102977,Female,1,Yes,No,4,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,Yes,No,One year,Yes,Credit card (automatic),81.37,351.76,No
C102978,Male,1,Yes,Yes,8,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,70.98,535.83,Yes
C102979,Female,1,No,No,57,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.69,3983.57,No
C102980,Male,1,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,61.32,1478.62,Yes
C102981,Male,0,No,No,41,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,70.89,2909.41,No
C102982,Female,1,No,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.65,3428.69,Yes
C102983,Male,1,No,Yes,13,Yes,Yes,DSL,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Electronic check,50.19,639.98,Yes
C102984,Female,0,No,Yes,40,Yes,Yes,No,No,No,Yes,Yes,No,No internet service,One year,Yes,Electronic check,22.3,936.91,Yes
C102985,Male,0,No,Yes,48,Yes,Yes,No,No,No,No,Yes,No,No internet service,One year,No,Bank transfer (automatic),32.39,1577.24,Yes
C102986,Male,0,Yes,Yes,63,No,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),65.08,4079.65,No
C102987,Male,1,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,60.45,1385.07,No
C102988,Male,1,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,82.82,399.08,Yes
C102989,Male,0,No,No,35,Yes,No,Fiber optic,No internet service,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),74.61,2645.94,Yes
C102990,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,73.22,3493.58,Yes
C102991,Female,0,No,No,15,Yes,No,DSL,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),51.6,816.14,No
C102992,Female,1,Yes,No,71,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),61.44,4396.2,Yes
C102993,Male,0,Yes,Yes,72,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,59.65,4305.1,Yes
C102994,Female,0,No,No,0,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,44.79,0.0,No
C102995,Male,0,No,No,68,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,44.07,3000.67,Yes
C102996,Male,0,No,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,69.08,4977.08,Yes
C102997,Male,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),16.82,613.51,No
C102998,Female,0,No,No,37,Yes,No,No,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,28.67,1038.09,No
C102999,Female,1,No,Yes,35,Yes,No,Fiber optic,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.83,1956.36,No
C103000,Female,0,Yes,Yes,40,Yes,No,DSL,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,43.77,1824.8,No
C103001,Female,1,Yes,Yes,28,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,46.9,1315.71,Yes
C103002,Male,0,No,Yes,4,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Electronic check,47.86,216.62,No
C103003,Female,1,No,Yes,42,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,45.03,1956.94,No
C103004,Female,1,No,Yes,63,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,35.87,2262.38,No
C103005,Male,1,No,No,46,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,Yes,One year,Yes,Electronic check,59.46,2731.86,Yes
